DATE_TIME,REGION,COUNTY,SCENE,latitude,longitude,Type of attack,Gender,type by number
10/8/2020,North Rift,Nandi,CHEPSANGOR ROAD,0.0430959,35.1880413,Phishing,male,1
6/9/2021,Coast,Taita Taveta,TAITA,-3.3160687,38.4849923,Phishing,male,1
11/12/2020,Coast,Taita Taveta,"ALONG GHAZI-WONGONYI ROAD, VOI",-3.3166669,38.433333,Phishing,male,1
5/24/2021,South Rift,Bomet,KAPKWEN,-0.1181957,35.2972331,Phishing,male,1
3/3/2020,Nairobi,Nairobi,JOGOO ROAD,-1.2976451,36.8711364,Phishing,male,1
6/7/2020,Nairobi,Nairobi,LIKONI/ENTERPRISE ROAD ROUNDABOUT,-1.3147774,36.8545686,Phishing,male,1
1/24/2020,Nairobi,Nairobi,KANGEMI AREA,-1.2711928,36.7394386,Phishing,male,1
10/3/2021,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,Phishing,male,1
2/10/2020,North Rift,Elgeyo-Marakwet,EMBOBUT,1.2211543,35.5876697,Phishing,male,1
10/29/2020,West Kenya,Kisii,ACCIDENT IN DARAJA MBILI MARKET,-0.6669504,34.7640666,Phishing,male,1
2/21/2020,Nairobi,Nairobi,NEAR NGARA,-1.2781236,36.8304167,Phishing,male,1
11/2/2020,Coast,Kilifi,BONDORA AREA,-0.023559,37.906193,Phishing,male,1
5/13/2020,West Kenya,Kisumu,KOROWE,-0.023559,37.906193,Phishing,male,1
11/8/2020,Lower Eastern,Nairobi,BARRACKS,-0.023559,37.906193,Phishing,male,1
2/28/2020,South Rift,Nakuru,MAI MAHIU,-0.9820293,36.5864447,Phishing,male,1
2/1/2021,South Rift,Nakuru,ALONG NAIVASHA,-0.7171778,36.4310251,Phishing,female,1
6/13/2020,Nairobi,Nairobi,PANGANI,-1.2667224,36.8398293,Phishing,female,1
6/3/2021,Central,Murang’a,MAKUYU,-0.902584,37.1874835,Phishing,female,1
2/19/2020,South Rift,Nakuru,SOBEA AREA,-0.2477838,35.9390375,Phishing,female,1
11/29/2020,Lower Eastern,Nairobi,ALONG MOMBASA ROAD,-2.7316802,38.2171862,Phishing,female,1
10/25/2020,Lower Eastern,Nairobi,JAMES GICHURU ROAD,-1.2765292,36.7713079,Phishing,female,1
1/30/2022,Lower Eastern,Nairobi,"KAMAKIS, EASTERN BYPASS, NAIROBI COUNTY",-1.1766312,36.9899542,Phishing,female,1
2/22/2020,Nairobi,Nairobi,KIPANDE ROAD,-1.2749951,36.8182303,Phishing,female,1
6/8/2021,Central,Kiambu,KIBUTI,-0.023559,37.906193,Phishing,female,1
9/25/2021,Lower Eastern,Nairobi,"Nyayo stadium round about, Nairobi ",-1.3049049,36.8263952,Phishing,female,1
11/18/2021,Lower Eastern,Machakos,MACHAKOS,-1.5176837,37.2634146,Phishing,female,1
5/16/2020,West Kenya,Kisumu,AHERO TOWN,-0.1744386,34.9203383,Phishing,female,1
9/15/2020,Central,Kiambu,THIKA-MANG'U ROAD,-1.0149605,37.004906,Phishing,female,1
1/16/2020,Nairobi,Nairobi,GENERAL MOTORS,-1.329676,36.870983,Phishing,female,1
3/7/2021,South Rift,Bomet,BOMET,-0.7777854,35.3356518,Phishing,female,1
3/31/2021,South Rift,Baringo,KIBOINO AREA,0.4500986,35.6860723,Phishing,female,1
7/9/2020,Nairobi,Nairobi,NGONG ROAD,-1.2994605,36.7906854,Phishing,female,1
5/4/2021,Central,Kiambu,KIAMBU ROAD,-1.1307381,36.7648591,malware,female,2
5/2/2020,Nairobi,Nairobi,MUTHANGARI,-1.2627808,36.7846436,malware,female,2
3/28/2021,Lower Eastern,Nairobi,KANGEMI ROAD,-1.2711928,36.7394386,malware,female,2
6/10/2021,Coast,Kilifi,NGAMANI AREA,-0.023559,37.906193,malware,female,2
4/16/2020,North Eastern,Garissa,GARISSA-MODOGASHE ROAD,0.1745598,39.433479,malware,female,2
1/7/2020,Central,Murang’a,KARUGI BRIDGE,-0.023559,37.906193,malware,female,2
12/5/2020,Lower Eastern,Machakos,KITUI-MACHAKOS HIGHWAY,-1.5176837,37.2634146,malware,female,2
1/24/2020,North Eastern,Wajir,KHOROF KHARAR AREA,2.2356,40.7425,malware,female,2
5/31/2020,Lower Eastern,Kajiado,KAJIADO NAMANGA HIGHWAY RAILWAY CROSSING,-2.5520935,36.7838976,malware,female,2
7/5/2020,Lower Eastern,Machakos,MOMBASA ROAD,-2.7316802,38.2171862,malware,female,2
1/12/2020,Nairobi,Nairobi,GENERAL MOTORS,-1.329676,36.870983,malware,female,2
1/12/2020,Nairobi,Nairobi,ALONG THIKA ROAD,-1.2163932,36.8949246,malware,female,2
10/28/2020,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,malware,female,2
2/24/2020,Nairobi,Nairobi,HAILE SELASSIE,-1.2868885,36.8315042,malware,female,2
9/3/2021,Lower Eastern,Nairobi,TAJ MALL,-1.3244587,36.8994498,malware,female,2
10/16/2020,West Kenya,Siaya,ALONG NGIYA ROAD,-1.2904032,36.8489349,malware,female,2
5/21/2020,Central,Elgeyo-Marakwet,EMBU,-0.5388381,37.4596409,malware,female,2
3/18/2020,Nairobi,Nairobi,UTAWALA AREA,-1.2803889,36.9639637,malware,female,2
4/6/2021,Central,Nyeri,KARATINAA,-0.483158,37.1273549,malware,female,2
11/8/2020,Lower Eastern,Nairobi,ALONG NGONG ROAD,-1.3352547,36.6723428,malware,female,2
1/1/2021,West Kenya,Homa Bay,OYUGIS-KENDU BAR ROAD,-0.5078963,34.7381662,malware,female,2
7/20/2020,Lower Eastern,Nairobi,A vehicle was reported to have burst into flames a,-0.023559,37.906193,malware,female,2
1/2/2022,South Rift,Bomet,Katagala area along Narok - Bomet Highway.,-1.0875428,35.8770642,malware,female,2
4/7/2020,Nairobi,Nairobi,RUAI JUNCTION,-1.2641171,36.9827015,malware,female,2
7/24/2021,Lower Eastern,Makueni,TANGU AREA,-0.023559,37.906193,malware,female,2
5/28/2021,Coast,Lamu,LAMU,-2.2695575,40.9006408,malware,female,2
3/19/2020,Nairobi,Nairobi,GITHURAI AREA,-1.204607,36.9057288,malware,female,2
6/1/2020,Lower Eastern,Nairobi,Riverside exit to Kariobangi and Outering Road,-1.240591,36.88044,malware,female,2
8/4/2021,Nairobi,Nairobi,NGARA,-1.2781236,36.8304167,malware,female,2
3/6/2020,Nairobi,Nairobi,PAST TRM,-1.2188769,36.8876524,malware,female,2
10/31/2020,Lower Eastern,Nairobi,JOGOO ROAD,-1.2976451,36.8711364,malware,female,2
12/11/2021,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,malware,female,2
1/12/2020,Coast,Mombasa,KENGELENI,-4.0415601,39.6797637,malware,female,2
2/28/2020,West Kenya,Kisumu,NYALENDA AREA,-0.1266702,34.7575059,malware,female,2
7/20/2020,Lower Eastern,Nairobi,NAIROBI,-1.2920659,36.8219462,malware,female,2
8/6/2020,South Rift,Nyandarua,OLKALOU,-0.272699,36.3775152,malware,female,2
9/10/2020,Central,Kiambu,KISII ESTATE,-1.0633993,37.1271995,malware,female,2
3/8/2020,Nairobi,Nairobi,KASARANI AREA,-1.2253995,36.8976372,malware,female,2
1/4/2021,Coast,Mombasa,MIKINDANI,-4.0048742,39.6286998,malware,female,2
3/31/2020,Lower Eastern,Machakos,TORU,-0.023559,37.906193,malware,female,2
1/4/2022,South Rift,Bomet,"SOTIK, ALONG KERICHO TEA HIGHWAY",-0.6906735,35.1110613,malware,female,2
1/14/2021,South Rift,Nakuru,MIGAA,-1.1310559,36.8445848,malware,female,2
1/12/2020,Nairobi,Nairobi,NEAR ABC PLACE,-1.2596849,36.777006,malware,female,2
6/16/2021,Nairobi,Nairobi,RIARA UNIVERSITY,-1.3147823,36.8070166,malware,female,2
11/14/2021,Central,Laikipia,LAIKIPIA,0.3606063,36.7819505,malware,female,2
6/7/2020,Lower Eastern,Nairobi,Mombasa Road,-2.7316802,38.2171862,malware,female,2
8/17/2021,Lower Eastern,Kajiado,GATAKA AREA,-0.023559,37.906193,malware,female,2
5/24/2020,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,malware,female,2
12/24/2021,Nairobi,Nairobi,IMARA DAIMA,-1.328436,36.8806499,malware,female,2
3/1/2020,Nairobi,Nairobi,PANGANI AREA,-1.2667224,36.8398293,malware,female,2
12/24/2021,South Rift,Narok,OLOLUNGA,-1.003036,35.6640447,malware,female,2
12/19/2020,Lower Eastern,Nairobi,HAMZA,-0.023559,37.906193,malware,female,2
3/13/2021,Central,Kiambu,EKA TANO AREA,-0.023559,37.906193,malware,female,2
9/28/2020,South Rift,Nakuru,MOLO,-0.2488358,35.7323709,malware,female,2
11/15/2020,Lower Eastern,Nairobi,NGONG ROAD,-1.3352547,36.6723428,malware,female,2
1/12/2020,Nairobi,Nairobi,OUTERING ROAD,-1.2667425,36.8798984,malware,female,2
8/24/2020,North Rift,Uasin Gishu,KABURENGU,0.5775237,34.8044861,malware,female,2
5/11/2020,West Kenya,Kisumu,KISUMU-BUSIA ROAD,-0.0833965,34.7504053,malware,female,2
10/10/2021,South Rift,Bomet,Waikeri in Bomet County.,-0.8015009,35.3027226,malware,female,2
2/27/2020,Nairobi,Nairobi,HAILE SELLASIE,-1.2868885,36.8315042,malware,female,2
5/24/2021,South Rift,Nakuru,ALONG LIMURU ROAD,-1.1905676,36.7394548,malware,female,2
2/17/2021,Nairobi,Nairobi,DEEP SEA,-1.2920659,36.8219462,malware,female,2
10/20/2020,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,malware,female,2
3/21/2021,Coast,Mombasa,CHANGAMWE,-4.0208447,39.6274817,malware,female,2
8/6/2020,Central,Kiambu,ALONG JUA CALI,-0.023559,37.906193,malware,female,2
3/11/2021,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,malware,female,2
8/18/2020,Nairobi,Nairobi,NEAR WAKULIMA MARKET,-1.287597,36.8322605,malware,female,2
5/24/2021,South Rift,Nakuru,ALONG MAI MAHIU,-0.9820293,36.5864447,malware,female,2
9/13/2021,Lower Eastern,Nairobi,Pathway area near Race-course along Ngong road.,-1.3352547,36.6723428,malware,female,2
2/29/2020,Lower Eastern,Makueni,NEAR MTITO ANDEI,-2.6917308,38.1662152,malware,female,2
3/14/2020,Nairobi,Nairobi,EAR GATE WAY MALL,-1.3642102,36.9117918,malware,female,2
2/9/2021,Lower Eastern,Kitui,KANYONYO AREA,-0.023559,37.906193,malware,female,2
3/24/2021,West Kenya,Kisumu,CHEMELIL,-0.0820908,35.1351291,malware,female,2
5/16/2021,Nairobi,Nairobi,NEAR TAJ MALL,-1.3244587,36.8994498,malware,female,2
9/2/2021,Central,Nyeri,KIAWARA,-0.4191013,36.9534482,malware,female,2
12/14/2020,West Kenya,Migori,RONGO-AWENDO HIGHWAY,-0.9017152,34.5334534,malware,female,2
1/22/2020,South Rift,Nakuru,SALGAA,-0.023559,37.906193,malware,female,2
12/26/2021,South Rift,Narok,NTULELE NAROK COUNTY,-1.0888197,36.0675952,malware,female,2
3/4/2020,Nairobi,Nairobi,KAWANGWARE,-1.2822722,36.7523652,malware,female,2
1/23/2020,Central,Kirinyaga,SAGANA BRIDGE,-0.6695132,37.2061138,malware,female,2
1/11/2020,Nairobi,Nairobi,ROYSAMBU,-1.2184586,36.8869064,malware,female,2
11/3/2021,South Rift,Nakuru,KIBUNJA,-0.023559,37.906193,malware,female,2
12/9/2020,Central,Nyeri,MARUA JUNCTION,-0.4611842,37.0454009,malware,female,2
11/13/2020,Lower Eastern,Nairobi,MOMBASA ROAD,-2.7316802,38.2171862,malware,female,2
4/12/2021,Coast,Kilifi,KIZINGO AREA,-4.0685158,39.6789061,malware,female,2
2/3/2021,South Rift,Baringo,NEAR CHEMOLINGOT,0.9829067,35.9778311,malware,female,2
1/2/2022,South Rift,Bomet,KAMUREITO AREA,-0.742877,35.1870231,malware,female,2
3/23/2021,South Rift,Bomet,KAPLONG,-0.6703047,35.1598773,malware,female,2
2/1/2020,Lower Eastern,Nairobi,RIVER WAANI,-0.023559,37.906193,malware,female,2
11/23/2021,West Kenya,Kakamega,KAKAMEGA,0.307894,34.7740793,malware,female,2
4/24/2021,Lower Eastern,Kitui,MUTULA/KYANYIKA,-0.023559,37.906193,malware,female,2
7/25/2021,South Rift,Nandi,NAKURU,-0.3030988,36.080026,malware,female,2
1/12/2020,Nairobi,Nairobi,ALONG LANGATA ROAD,-1.3362692,36.7757822,malware,female,2
11/5/2020,South Rift,Nakuru,NAKURU,-0.3030988,36.080026,malware,female,2
4/4/2021,Lower Eastern,Machakos,GATEWAY MALL,-0.023559,37.906193,malware,female,2
12/28/2021,West Kenya,Vihiga,"MUDETE, KAPSABET-CHAVAKALI ROAD VIHIGA COUNTY",0.202957,35.0978385,malware,female,2
12/31/2021,Coast,Kwale,"Matuga Area, Kwale County.",-4.1716697,39.5588473,malware,female,2
1/9/2021,West Kenya,,KISII-NYAMATARO ROAD,-0.623029,34.7549071,malware,female,2
5/24/2020,South Rift,Kericho,LONDIANI,-0.1634664,35.5931397,malware,female,2
10/2/2020,Central,Nyeri,NARUMORU,-0.1661137,37.021246,malware,female,2
1/17/2020,West Kenya,Kisii,KIGATHI,-0.023559,37.906193,malware,female,2
8/24/2021,South Rift,Bomet,SOTIK,-0.6906735,35.1110613,malware,female,2
3/14/2020,Nairobi,Nairobi,RACE COURSE ROAD,-1.2843278,36.8311701,malware,female,2
1/16/2020,South Rift,Nakuru,GILGIL,-0.4922735,36.3172993,malware,female,2
3/18/2021,Central,Meru,SUBUIGA AREA,0.0514721,37.6456042,malware,female,2
2/23/2020,Central,Meru,CHUKA TOWN,-0.322865,37.6546274,malware,female,2
3/31/2021,Coast,Mombasa,0,-0.023559,37.906193,malware,female,2
3/26/2021,West Kenya,Homa Bay,KENDU BAY,-0.3684466,34.649701,malware,female,2
2/1/2021,Nairobi,Nairobi,PANGANI,-1.2667224,36.8398293,malware,female,2
5/1/2021,West Kenya,Nyamira,NYAMIRA,-0.5669405,34.9341234,malware,female,2
4/12/2021,Central,Kiambu,KIAMBU,-1.1748105,36.8304102,malware,female,2
1/18/2022,South Rift,Bomet,"Chepkosa, Bomet  County",-0.9545757,35.253304,malware,female,2
4/14/2021,Central,Kiambu,RUIRU,-1.14825,36.9604534,malware,female,2
1/30/2021,Lower Eastern,Nairobi,KAHAWA,-1.183333,36.9166669,malware,female,2
6/16/2020,Nairobi,Nairobi,NEAR NATION MEDIA PRINTING,-1.3257483,36.896397,malware,female,2
4/10/2020,Nairobi,Nairobi,OPPOSITE KCAA MOMBASA ROAD,-1.3434822,36.9032785,malware,female,2
2/24/2020,Nairobi,Nairobi,HAILE SELASSIE,-1.2868885,36.8315042,malware,female,2
3/1/2020,Central,Kiambu,MUGUMOINI SCHOOL,-1.371275,36.85386,malware,female,2
3/17/2020,Central,Meru,NEAR KAAGA GIRLS,0.0709189,37.6496386,malware,female,2
8/8/2020,South Rift,Bungoma,ALONG BUNGOMA-MALABA HIGHWAY,0.5695252,34.5583766,malware,female,2
11/30/2020,South Rift,Nakuru,SACHANGWAN-SALGAA ROAD,-0.2889046,36.0768975,malware,female,2
9/22/2020,South Rift,Nakuru,GILGIL WEIGH BRIDGE,-0.5237101,36.326783,malware,female,2
3/17/2020,Central,Kiambu,THIKA ROAD,-1.2134454,36.8997048,malware,female,2
10/24/2020,Coast,Mombasa,"HARAMBEE ESTATE,",-1.2806721,36.8761485,malware,female,2
6/23/2021,Lower Eastern,Machakos,KITHIMANI,-1.1840152,37.4461281,malware,female,2
6/15/2020,Central,Kiambu,KINOO,-1.2526258,36.6930253,malware,female,2
4/18/2021,South Rift,Bomet,OLBOBO JUNCTION,-0.023559,37.906193,malware,female,2
2/13/2020,Central,Kiambu,RUIRU AREA,-1.14825,36.9604534,malware,female,2
7/20/2020,Central,Kiambu,KIAMBU,-1.1748105,36.8304102,malware,female,2
6/7/2020,Nairobi,Nairobi,JUNCTION MALL ROUNDABOUT,-1.2985101,36.7619156,malware,female,2
1/6/2022,West Kenya,Kakamega,"BUTALI NEAR TANDE SCHOOL, MALAVA, KAKAMEGA COUNTY",0.5042009,34.8397938,malware,female,2
1/10/2021,Coast,Kwale,KONA YA FIONA,-0.023559,37.906193,malware,female,2
1/6/2021,South Rift,Bomet,CHEBOLE,-0.7501829,35.21416,malware,female,2
7/24/2020,West Kenya,Kisumu,OJOLLA,-0.0647823,34.6465244,malware,female,2
10/11/2021,South Rift,Bomet,Londiani - Muhoroni Highway in Kericho County.,-0.1634664,35.5931397,malware,female,2
4/6/2021,West Kenya,Kisumu,NUMBER ORONGO BRIDGE,-0.023559,37.906193,malware,female,2
12/29/2021,North Rift,Nandi,RIVER YALA ALONG KAPSABET-CHAVAKALI ROAD.,-0.0076917,34.19198312,malware,female,2
3/19/2021,Nairobi,Nairobi,NEAR KIBERA,-1.3114845,36.7879475,malware,female,2
3/6/2021,Nairobi,Nairobi,WESTLANDS,-1.2675001,36.812022,malware,female,2
12/27/2020,West Kenya,Siaya,UGUNJA-YALA ROAD,0.1811028,34.2966264,malware,female,2
11/6/2021,Nairobi,Nairobi,CAPITAL CENTRE,-1.316234,36.834599,malware,female,2
3/13/2020,Nairobi,Nairobi,NEAR KINOO,-1.3059841,36.777826,malware,female,2
7/30/2021,Lower Eastern,Nairobi,UPPER HILL,-1.298356,36.8132306,malware,female,2
4/2/2020,West Kenya,Migori,SORI MARKET,-0.023559,37.906193,malware,female,2
8/4/2021,South Rift,Nakuru,GILGIL,-0.4922735,36.3172993,malware,female,2
10/29/2020,Nairobi,Nairobi,CHOKAA,-1.2488779,36.9520919,malware,female,2
1/19/2022,Central,Kirinyaga,"MURINDUKO, PIAI- KARUANGI ROAD, KIRINYAGA",-0.6131547,37.4467952,malware,female,2
7/18/2021,West Kenya,Siaya,MALANGA AREA,-0.023559,37.906193,malware,female,2
1/29/2021,West Kenya,Kisumu,NEAR NGERE KAGORO,-0.1490661,35.0047366,malware,female,2
12/30/2020,Lower Eastern,Kajiado,KAJIADO-MASHURU ROAD,-2.039246,37.1231788,malware,female,2
9/4/2020,Central,Nyeri,WAMBUGU FARM,-0.4444562,36.9836966,malware,female,2
7/22/2021,Lower Eastern,Machakos,SABAKI AREA,-2.394811649,38.96601412,malware,female,2
3/9/2021,South Rift,Bomet,BOMET,-0.7777854,35.3356518,malware,female,2
1/23/2022,South Rift,Nakuru,KIENGERO,-0.023559,37.906193,malware,female,2
1/26/2021,Central,Nyeri,KIANDU,-0.4880918,36.9694126,malware,female,2
12/12/2021,Coast,Kilifi,CHESOROKA,-0.023559,37.906193,malware,female,2
3/4/2020,Central,Meru,MALAENE AREA,-0.023559,37.906193,malware,female,2
11/20/2020,South Rift,Baringo,ALONG MARIGAT-NAKURU HIGHWAY,-0.3030988,36.080026,malware,female,2
1/31/2020,Nairobi,Nairobi,SAFARICOM AREA,-1.2292255,36.8866973,malware,female,2
3/11/2021,Nairobi,Nairobi,0,-1.2920659,36.8219462,malware,female,2
5/30/2020,Nairobi,Nairobi,LANG'ATA,-1.3640944,36.7476257,malware,female,2
2/13/2021,Nairobi,Nairobi,SAMEER,-1.2920688,36.8218911,malware,female,2
12/23/2021,Coast,Kilifi,KIBARANI,-3.5821753,39.8321879,malware,female,2
11/23/2021,West Kenya,Kakamega,KAKAMEGA,0.307894,34.7740793,malware,female,2
9/27/2020,Central,Kiambu,NDE4RU,-0.023559,37.906193,malware,female,2
5/29/2020,Nairobi,Nairobi,MBAGATHI WAY,-1.3086923,36.8045887,malware,female,2
1/26/2022,West Kenya,Kisumu,Ahero - Katito Road  KISUMU COUNTY,-0.1744386,34.9203383,malware,female,2
6/30/2020,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,malware,female,2
2/18/2021,South Rift,Narok,NEAR OLOLULUNGA,-1.003036,35.6640447,malware,female,2
3/17/2020,Nairobi,Nairobi,PANGANI ROAD,-1.2667224,36.8398293,malware,female,2
11/16/2020,Lower Eastern,Machakos,NAIROBI-MOMBASA ROAD,-1.3657592,36.9122536,malware,female,2
3/4/2020,Nairobi,Nairobi,AFTER ROSTERS,-1.2920659,36.8219462,malware,female,2
4/3/2020,Nairobi,Nairobi,NEAR CAPITAL CENTER,-1.316234,36.834599,malware,female,2
1/30/2021,West Kenya,Kisumu,NYANDO,-0.1995242,34.8844867,malware,female,2
6/8/2021,South Rift,Narok,MOITA AREA,-0.023559,37.906193,malware,female,2
7/27/2020,Nairobi,Nairobi,NEAR CITY MORTUARY ROAD,-1.298652,36.802564,malware,female,2
1/22/2021,Lower Eastern,Nairobi,SOUTHERN BYPASS,-1.3106276,36.7291895,malware,female,2
1/9/2020,Coast,Lamu,WITU-GARSEN ROAD,-2.2712266,40.1044567,malware,female,2
5/28/2021,Lower Eastern,Makueni,EMALI TOWN,-2.079689,37.4731352,malware,female,2
12/2/2020,South Rift,Nakuru,NAKURU-ELDORET HIGHWAY,-0.3030988,36.080026,malware,female,2
5/6/2020,South Rift,Nakuru,NAIVASHA,-0.7171778,36.4310251,malware,female,2
11/11/2021,Central,Nyeri,NYERI,-0.437099,36.9580104,malware,female,2
5/26/2021,Nairobi,Nairobi,ALONG LUNGA LUNGA,-1.3074645,36.8724596,malware,female,2
12/6/2020,Coast,Tana River,WENJE,-1.786403,40.09787,malware,female,2
2/21/2021,South Rift,Bomet,KAMUREITO AREA,-0.742877,35.1870231,malware,female,2
1/29/2021,Lower Eastern,Nairobi,GLOBE ROUND ABOUT,-1.2784348,36.8213265,malware,female,2
4/18/2021,North Rift,Garissa,KAUNGUNI,-2.4069174,37.8618422,malware,female,2
1/2/2022,North Rift,Bungoma,WEBUYE-ELDORET HIGHWAY,0.518945,35.272579,malware,female,2
10/9/2020,Coast,Kwale,MABIRIVA AREA,-0.023559,37.906193,malware,female,2
1/31/2021,South Rift,Nakuru,NAIVASHA-NAIROBI HIGHWAY,-1.2920659,36.8219462,malware,female,2
1/9/2022,South Rift,Nakuru," SIMBA CEMENT, NAKURU COUNTY",-0.2901483,36.0526946,malware,female,2
12/25/2020,West Kenya,Kisumu,AWASI,-0.1616445,35.0732265,malware,female,2
5/7/2021,Coast,Taita Taveta,TARU,-3.734468,39.152779,malware,female,2
6/7/2020,Lower Eastern,Nairobi,Likoni Road,-1.3040786,36.8559641,malware,female,2
3/10/2020,Lower Eastern,Makueni,MTITO ANDEI,-2.6917308,38.1662152,malware,female,2
4/17/2021,Lower Eastern,Makueni,DEKODE,-0.023559,37.906193,malware,female,2
4/17/2020,Lower Eastern,Machakos,KAPA,-0.023559,37.906193,malware,female,2
7/23/2021,Nairobi,Nairobi,SOUTH C,-1.3222736,36.8288933,malware,female,2
1/7/2020,West Kenya,Kisumu,NYANDO,-0.1995242,34.8844867,malware,female,2
1/5/2022,West Kenya,Kisumu,KOGUTU MARKET ALONG CHEMELIL-AWASI ROAD,-0.1616445,35.0732265,malware,female,2
2/23/2020,Nairobi,Nairobi,SOUTH C AREA,-1.3222736,36.8288933,malware,female,2
12/17/2020,West Kenya,Kisumu,KERICHO-KISUMU HIGHWAY,-0.369439,35.2856541,malware,female,2
10/19/2021,Lower Eastern,Makueni,"Sinai, Wote- Makindu road Makueni",-2.0332155,37.7683954,malware,female,2
11/13/2020,South Rift,Nakuru,NAKURU-ELDORET HOGHWAY,-0.3030988,36.080026,malware,female,2
11/14/2021,South Rift,Nakuru,KIJABE AREA,-0.9539662,36.5931948,malware,female,2
11/17/2021,Nairobi,Nairobi,PEPONI,-1.2440893,36.7924714,malware,female,2
12/17/2021,Lower Eastern,Machakos,"LUKENYA, MOMBASA ROAD",-1.5770172,37.1553526,malware,female,2
3/4/2021,Lower Eastern,Machakos,ATHI RIVER,-1.4577245,36.9785033,malware,female,2
1/19/2020,Lower Eastern,Makueni,MAKINDU AREA,-2.2777039,37.8246955,malware,female,2
1/1/2021,Lower Eastern,Nairobi,JKIA,-1.3227102,36.9260693,malware,female,2
10/10/2021,South Rift,Bomet,"Sotik town, Bomet county ",-0.6906735,35.1110613,malware,female,2
5/5/2021,West Kenya,Kisumu,AWASI,-0.1616445,35.0732265,malware,female,2
9/15/2020,Central,Nyeri,NARUMORU,-0.1661137,37.021246,malware,female,2
4/25/2020,Lower Eastern,Kitui,KITUI TOWN,-1.3750813,37.9952144,malware,female,2
5/26/2020,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,malware,female,2
7/4/2021,South Rift,Bomet,NEAR NYANGORES RIVER,-0.023559,37.906193,malware,female,2
5/29/2021,Nairobi,Nairobi,ALONG BYPASS,-1.2920659,36.8219462,malware,female,2
6/7/2020,West Kenya,Kisii,NYAMAGUNDO,-0.023559,37.906193,malware,female,2
3/2/2021,Nairobi,Nairobi,NEAR KAHAWA WEST,-1.1858857,36.9069054,malware,female,2
1/8/2021,South Rift,Nakuru,NAKURU-ELDORET HIGHWAY,-0.3030988,36.080026,malware,female,2
10/11/2020,Nairobi,Nairobi,JOGOO ROAD,-1.2976451,36.8711364,malware,female,2
8/10/2020,Nairobi,Nairobi,SOUTHERN BYPASS,-1.3106276,36.7291895,malware,female,2
2/6/2022,Coast,Mombasa,"Likoni, Mombasa County",-4.0840986,39.6608103,malware,female,2
3/16/2021,Central,Murang’a,NEAR MARAGUA RIVER,-0.715107539,36.85462576,malware,female,2
12/15/2021,Nairobi,Nairobi,GITARU ROAD,-1.2125409,36.710051,malware,female,2
5/3/2021,Lower Eastern,Makueni,EMALI,-2.079689,37.4731352,malware,female,2
3/31/2020,Nairobi,Nairobi,MADARAKA,-1.3098585,36.8156065,malware,female,2
1/31/2021,Lower Eastern,Nairobi,PANGANI POLICE STATION,-1.2700143,36.8357661,malware,female,2
3/18/2020,South Rift,Narok,NEAR OLOLULUNGA AREA,-1.003036,35.6640447,malware,female,2
1/21/2022,Lower Eastern,Nairobi," RIKANA ALONG JOGOO ROAD, NAIROBI COUNTY",-1.2940045,36.8514283,malware,female,2
2/11/2021,Nairobi,Nairobi,NEAR PANARI,-1.2920659,36.8219462,malware,female,2
1/18/2022,West Kenya,Homa Bay,"Homabay - Ndhiwa road, HOMABAY COUNTY",-0.7298697,34.3671172,malware,female,2
4/17/2021,Lower Eastern,Nairobi,Kabete,-0.023559,37.906193,malware,female,2
9/20/2020,Central,Nyeri,KARATINA,-0.483158,37.1273549,malware,female,2
7/19/2020,Central,Kiambu,KIJABE,-0.9539662,36.5931948,malware,female,2
5/8/2020,North Eastern,Mandera,DEREKALE TRADING CENTER,-0.023559,37.906193,malware,female,2
10/9/2021,South Rift,Baringo,"RTA in Eldama Ravine,Baringo",0.053037,35.729768,malware,female,2
1/19/2020,South Rift,Nakuru,NAKURU,-0.3030988,36.080026,malware,female,2
6/18/2020,Central,Kiambu,KIAMBU,-1.1748105,36.8304102,malware,female,2
12/25/2020,Central,Kiambu,THINDIGUA,-1.219145,36.8438656,malware,female,2
2/6/2021,Central,Kiambu,THIKA,-1.0387569,37.0833753,malware,female,2
3/27/2021,Lower Eastern,Nairobi,UPPER HILL,-1.298356,36.8132306,malware,female,2
12/16/2020,Coast,Mombasa,BP NYALI,-4.0507256,39.6967843,malware,female,2
7/8/2021,South Rift,Kericho,MUMBERES AREA,0.0531387,35.5767287,malware,female,2
4/18/2021,North Eastern,Garissa,SAREDHO AREA,-0.023559,37.906193,malware,female,2
1/11/2020,Nairobi,Nairobi,ALONG FOREST ROAD,-1.341639,36.7131488,malware,female,2
6/25/2021,South Rift,Nakuru,KEDONG AREA,-1.05,36.566667,malware,female,2
10/10/2020,Lower Eastern,Machakos,CHUMBI ROAD,-0.023559,37.906193,malware,female,2
12/20/2021,South Rift,Nyandarua,NYANADARUA,-0.1803855,36.5229641,malware,female,2
